ticker,signal_date,exit_date,closed,entry,exit,r0,R,move_pct,peak_pct,peak_R,held,r0_pct,er22,er55,fresh,dd_pct,hi_age,atr_pct,dev,selfvol,tier,mae_R,mae_low_R,mae_atr,mae_low_atr,breadth,regime
FLNG,2024-08-27,2024-09-03,1,27.61,26.12,1.502,-0.992,-5.4,0.0,0.0,4,5.44,0.1512483618777621,0.024635980496773527,1.221,2.57,55,2.136,2.0782454009341715,0.018536079666256144,mid,-0.992,-1.232,2.527,3.137,0.7095,bull
NOK,2024-08-27,2024-09-10,1,4.22,4.19,0.2856,-0.105,-0.71,6.16,0.91,9,6.768,0.36538476086943067,0.10801382960615329,0.0,0.0,1,1.781,3.4595168815501136,-0.07697718807875609,strong,-0.105,-0.175,0.399,0.665,0.7095,bull
UL,2024-08-27,2024-10-03,1,72.1734,70.8446,3.3618,-0.395,-1.84,2.34,0.502,26,4.658,0.3111116129566481,0.33544289634470303,0.0,0.0,1,1.226,3.2854288650618706,0.10676643165195276,mid,-0.395,-0.432,1.502,1.642,0.7095,bull
V,2024-08-27,2024-09-24,1,270.72,272.78,4.0716,0.506,0.76,7.7,5.118,19,1.504,0.29246778612012986,0.06305030087975531,2.735,3.75,55,1.413,1.8392450501857969,-0.05387835638998506,strong,-0.376,-0.749,0.4,0.798,0.7095,bull
AXP,2024-08-29,2024-09-06,1,259.84,244.06,19.3342,-0.816,-6.07,0.0,0.0,5,7.441,0.08831296233875874,0.22867692312557292,0.0,0.0,1,1.958,3.1359446238839737,0.07408254386847091,weak,-0.816,-0.854,3.101,3.247,0.7368,bull
CF,2024-08-29,2024-09-10,1,82.93,76.78,6.3583,-0.967,-7.42,0.19,0.025,7,7.667,0.31190024674725614,0.11782832802991945,0.0,0.0,1,2.02,2.44383153916847,-0.0865741602024791,strong,-0.967,-1.016,3.671,3.856,0.7368,bull
RPRX,2024-08-29,2024-09-12,1,29.13,27.55,2.2115,-0.714,-5.42,0.48,0.063,9,7.592,0.07612878710130579,0.10954504688336221,0.0,0.0,1,1.998,2.8197418888085064,-0.0158468152931025,mid,-0.714,-0.746,2.715,2.835,0.7368,bull
APP,2024-08-30,2025-01-13,1,92.87,315.68,16.5884,13.432,239.92,332.32,18.605,91,17.862,0.2887222645146421,0.14182743246550966,0.0,0.0,1,4.437,2.64301193108332,0.06404561970341627,strong,-0.5,-0.625,2.014,2.514,0.7368,bull
CAT,2024-08-30,2024-09-04,1,356.1,336.75,19.6336,-0.986,-5.43,0.0,0.0,2,5.514,0.1079841274121031,0.12380691278960776,1.179,2.48,33,2.128,2.19220730774228,-0.03689797986350496,mid,-0.986,-1.06,2.553,2.746,0.7368,bull
CIEN,2024-08-30,2024-09-06,1,57.65,51.16,6.5719,-0.988,-11.26,0.0,0.0,4,11.4,0.2192942896256094,0.18630548318143716,0.0,0.0,3,2.737,3.4993228902818037,0.07185090809303785,mid,-0.988,-1.062,4.113,4.424,0.7368,bull
ENB,2024-08-30,2024-10-29,1,40.18,40.4,1.9099,0.115,0.55,4.48,0.942,41,4.753,0.377049094896232,0.30795370912555514,0.0,0.0,4,1.251,2.430380564264203,0.0057665630461971595,mid,0.0,-0.272,0.0,1.035,0.7368,bull
IBKR,2024-08-30,2024-12-09,1,32.2225,45.0425,2.3244,5.515,39.79,49.7,6.89,69,7.213,0.26042252494270207,0.092169486230113,0.223,0.45,42,2.019,3.6163857605011147,-0.03504810959518645,strong,-0.736,-0.952,2.628,3.4,0.7368,bull
JPM,2024-08-30,2024-09-06,1,224.8,212.46,13.1921,-0.935,-5.49,0.0,0.0,4,5.868,0.24164315576069945,0.2829321571305649,0.0,0.0,1,1.544,4.019911743521356,-0.039736189663952315,mid,-0.935,-1.039,3.555,3.949,0.7368,bull
LHX,2024-08-30,2024-09-06,1,236.67,227.23,5.0634,-1.864,-3.99,0.0,0.0,4,2.139,0.2829860957806973,0.15710987724298872,2.487,3.94,26,1.629,1.943766603185208,0.033906736018766814,strong,-1.864,-2.048,2.448,2.689,0.7368,bull
ROIV,2024-08-30,2024-10-02,1,12.23,11.28,1.29,-0.736,-7.77,2.21,0.209,22,10.548,0.37096739460364075,0.1754384329539911,0.0,0.0,1,2.513,3.0720126334485824,-0.06821664040632969,strong,-0.736,-0.814,3.092,3.417,0.7368,bull
RTX,2024-08-30,2024-09-18,1,123.34,118.04,6.4093,-0.827,-4.3,0.0,0.0,12,5.196,0.3766903932947753,0.3242028354013017,0.0,0.0,1,1.367,3.455056839941529,-0.009510285005204344,mid,-0.827,-0.935,3.142,3.551,0.7368,bull
WAB,2024-08-30,2024-12-18,1,169.57,190.27,10.7117,1.932,12.21,21.14,3.346,76,6.317,0.23559061384356464,0.04713958226495395,0.408,0.76,29,1.863,3.3647489626342657,0.02600423551478004,mid,-0.812,-0.95,2.755,3.223,0.7368,bull
UNH,2024-09-03,2024-10-15,1,598.68,556.29,38.247,-1.108,-7.08,1.12,0.176,30,6.389,0.25845375480595073,0.31100076673116944,0.0,0.0,2,1.681,2.0973646416497522,-0.06965824423820999,mid,-1.108,-1.456,4.212,5.532,0.5516,neutral
BTSG,2024-09-04,2024-12-18,1,12.98,17.13,1.7106,2.426,31.97,54.39,4.127,74,13.179,0.5260113217095351,0.23973240656022013,0.0,0.0,3,3.205,2.174229509030034,-0.026776487407824456,mid,-0.029,-0.14,0.12,0.577,0.5411,neutral
PG,2024-09-04,2024-10-03,1,175.9,170.12,9.9872,-0.579,-3.29,1.07,0.189,21,5.678,0.23411040941501707,0.1171101404125933,0.0,0.0,1,1.494,2.4105773740471905,0.06549410598883743,mid,-0.579,-0.614,2.199,2.332,0.5411,neutral
SRE,2024-09-04,2024-11-01,1,83.4,81.65,4.8769,-0.359,-2.1,3.07,0.525,42,5.848,0.12594890033492984,0.2219899944768345,0.0,0.0,1,1.539,2.5198713951340164,-0.010077186545659256,weak,-0.424,-0.603,1.613,2.291,0.5411,neutral
BBIO,2024-09-05,2024-09-18,1,31.3,25.96,5.9411,-0.899,-17.06,0.0,0.0,9,18.981,0.378590130339675,0.108158395016786,0.0,0.0,1,4.732,3.9613256468908724,0.04315132380345155,strong,-0.899,-0.926,3.606,3.714,0.5411,neutral
ERAS,2024-09-05,2024-10-02,1,2.99,2.52,0.5821,-0.807,-15.72,3.68,0.189,19,19.469,0.22305765010065567,0.1829944535730505,1.777,11.59,28,7.151,1.3189384731681544,0.09428857489748999,mid,-0.807,-0.996,2.198,2.713,0.5411,neutral
PCG,2024-09-05,2024-09-18,1,20.6,19.51,1.1923,-0.914,-5.29,0.0,0.0,9,5.788,0.885713074701334,0.35162072226164814,0.0,0.0,1,1.523,5.741413896957492,0.05681546626753242,mid,-0.914,-1.124,3.474,4.271,0.5411,neutral
AMT,2024-09-06,2024-10-03,1,236.16,229.28,16.6816,-0.412,-2.91,2.82,0.4,19,7.064,0.17406443619162335,0.33680123226551045,0.215,0.43,24,1.97,2.581646087532573,0.02951262886346906,mid,-0.412,-0.507,1.479,1.818,0.4505,neutral
BUD,2024-09-10,2024-10-25,1,64.17,63.9,3.1424,-0.086,-0.42,3.71,0.757,33,4.897,0.3767440044924722,0.1530397216310908,0.0,0.0,1,1.289,3.3007078834582955,-0.07606937366672029,strong,-0.366,-0.385,1.391,1.463,0.5242,neutral
LUNR,2024-09-10,2025-02-25,1,5.81,15.4,2.349,4.083,165.06,297.07,7.348,114,40.43,0.41972907262989045,0.2137176656376828,0.0,0.0,14,8.984,1.9741449392666102,0.173924236981569,mid,-0.175,-0.2,0.785,0.9,0.5242,neutral
PFE,2024-09-10,2024-09-12,1,29.74,29.16,0.2674,-2.169,-1.95,0.0,0.0,2,0.899,0.19291322618142934,0.11876484452956787,3.348,6.31,29,1.989,1.6747902003009467,-0.05712530228292412,weak,-2.169,-3.665,0.981,1.657,0.5242,neutral
AVTR,2024-09-11,2024-10-03,1,26.91,25.13,1.9553,-0.91,-6.61,2.94,0.404,16,7.266,0.2769009995928071,0.18967735055005455,1.564,4.27,30,2.803,1.86673046221318,0.08070585956510068,strong,-0.91,-0.977,2.36,2.532,0.6316,bull
DLR,2024-09-11,2024-12-13,1,158.42,185.04,6.5942,4.037,16.8,23.53,5.652,66,4.162,0.2768513754034189,0.11874288788592796,1.737,3.43,40,2.024,2.531305992483577,-0.007899796398255665,strong,-0.296,-0.494,0.608,1.017,0.6316,bull
AMZN,2024-09-12,2024-09-30,1,187.0,186.33,5.9784,-0.112,-0.36,3.72,1.164,12,3.197,0.3093417287125099,0.0040102318673157855,3.003,7.74,48,2.757,2.099963483892528,0.07633695194296464,weak,-0.353,-0.609,0.409,0.706,0.6695,bull
FLNC,2024-09-12,2024-11-26,1,21.65,19.0,5.4507,-0.486,-12.24,8.55,0.339,53,25.176,0.36117929439585145,0.08092330044687826,0.0,0.0,1,5.595,2.68893236185491,-0.0256746577962208,strong,-0.486,-0.633,2.188,2.848,0.6695,bull
MPLX,2024-09-12,2024-12-06,1,43.31,49.0,2.0994,2.71,13.14,19.28,3.977,60,4.847,0.3991661776705818,0.049438243182570694,0.543,0.81,37,1.488,1.3233324511169338,0.051180146044071284,strong,0.0,0.0,0.0,0.0,0.6695,bull
OSCR,2024-09-12,2024-10-03,1,21.0,19.19,5.3372,-0.339,-8.62,10.81,0.425,15,25.415,0.2559321759932758,0.11546393698644557,0.0,0.0,1,5.648,2.711109325430116,0.11025326884872433,strong,-0.339,-0.352,1.526,1.585,0.6695,bull
APD,2024-09-13,2024-10-03,1,284.13,285.58,13.199,0.11,0.51,5.71,1.23,14,4.645,0.17010811277259336,0.1162975932851929,1.371,2.59,30,1.912,1.5731650645785715,0.027485982261912234,mid,0.0,0.0,0.0,0.0,0.68,bull
CHRN,2024-09-13,2024-09-30,1,18.375,17.4,2.2128,-0.441,-5.31,2.04,0.169,11,12.042,0.26108372147140174,0.07961164358165843,2.965,19.19,33,7.846,1.6142089264074928,-0.0730769938202066,strong,-0.441,-0.847,0.676,1.301,0.68,bull
EQX,2024-09-13,2024-10-07,1,6.31,5.61,1.0558,-0.663,-11.09,2.38,0.142,16,16.732,0.33333342468148497,0.14285717957930738,0.0,0.0,1,4.14,2.6412374988202174,0.09615492110467905,strong,-0.663,-0.677,2.68,2.737,0.68,bull
EXC,2024-09-13,2024-11-01,1,40.23,38.15,2.3603,-0.881,-5.17,1.84,0.314,35,5.867,0.55555509979737,0.35328575342900936,0.0,0.0,1,1.544,3.235965267788972,-0.02793019200153002,mid,-0.881,-0.898,3.349,3.413,0.68,bull
NN,2024-09-13,2024-09-23,1,7.86,6.99,0.6469,-1.345,-11.07,0.0,0.0,6,8.23,0.07014394134697567,0.0026899764178926434,3.202,17.08,42,6.338,1.2971640930359871,-0.0050066533834272064,weak,-1.345,-1.414,1.746,1.837,0.68,bull
OR,2024-09-13,2024-11-11,1,18.13,19.14,1.3704,0.737,5.57,16.38,2.167,41,7.559,0.1857142224603382,0.188010833687334,0.665,1.65,41,2.489,1.9734945073651782,0.0034538173185034715,mid,-0.19,-0.321,0.576,0.975,0.68,bull
SSRM,2024-09-13,2024-11-07,1,5.93,5.28,1.0106,-0.643,-10.96,10.12,0.594,39,17.042,0.27761189695933036,0.18732777049604987,0.0,0.0,1,4.222,2.7263293970901556,-0.008421815126226306,strong,-0.643,-0.861,2.597,3.475,0.68,bull
VZ,2024-09-13,2024-10-10,1,44.43,42.95,3.1274,-0.473,-3.33,1.76,0.249,19,7.039,0.37055830093101794,0.1500218929579526,0.0,0.0,1,1.852,3.332918431303135,0.09817990637180518,strong,-0.473,-0.518,1.798,1.968,0.68,bull
BKNG,2024-09-16,2024-12-18,1,159.16,197.734,4.8802,7.904,24.24,33.21,10.83,66,3.066,0.45729897243516554,0.010415980476114296,2.29,4.53,43,2.046,2.1169847469305614,-0.013409406334099927,strong,0.0,0.0,0.0,0.0,0.68,bull
CEG,2024-09-16,2024-11-04,1,199.25,225.95,8.1091,3.293,13.4,43.3,10.639,35,4.07,0.17765123971935756,0.02276000638561824,2.996,10.39,47,3.82,1.4193551383729432,-0.06643479106943728,mid,0.0,-0.123,0.0,0.131,0.68,bull
NJR,2024-09-16,2024-10-03,1,48.0,45.96,2.6482,-0.77,-4.25,0.04,0.008,13,5.517,0.5045596687587613,0.26177767583837236,0.0,0.0,1,1.452,2.737118904128788,-0.07112661611896431,mid,-0.77,-0.816,2.927,3.099,0.68,bull
PFE,2024-09-16,2024-09-20,1,30.07,29.42,0.6853,-0.948,-2.16,0.0,0.0,4,2.279,0.20411659879716063,0.13849911789486424,2.676,5.26,33,2.05,1.903324737320989,-0.024387246482135416,mid,-0.948,-1.226,1.054,1.362,0.68,bull
TMUS,2024-09-16,2024-12-09,1,205.85,228.86,12.8187,1.795,11.18,19.96,3.205,59,6.227,0.21767451004188362,0.2971053583726975,0.0,0.0,13,1.639,2.169953728767354,0.10237940089075304,mid,-0.715,-0.81,2.718,3.077,0.68,bull
AES,2024-09-17,2024-10-08,1,19.24,18.15,2.3184,-0.47,-5.67,5.2,0.431,15,12.05,0.3141945404794534,0.10139648730524516,0.0,0.0,1,2.908,3.2781233620204975,-0.01658339568429923,strong,-0.47,-0.483,1.948,2.002,0.7284,bull
AXP,2024-09-17,2024-10-25,1,265.4,267.35,22.9918,0.085,0.73,7.68,0.886,28,8.663,0.21440128983726423,0.1832602501199696,0.0,0.0,1,2.322,1.9739686337419755,0.18024766826629612,mid,-0.14,-0.191,0.522,0.714,0.7284,bull
CMG,2024-09-17,2024-09-18,1,58.5,56.93,1.4801,-1.061,-2.68,0.0,0.0,1,2.53,0.26291340085397835,0.07544086421174241,3.232,8.11,51,2.692,2.481525919006803,-0.04511264900543388,weak,-1.061,-1.142,0.997,1.073,0.7284,bull
ETN,2024-09-17,2024-12-16,1,311.73,355.15,10.6253,4.086,13.93,21.1,6.192,63,3.408,0.10863726326797311,0.0064296468637453285,2.936,7.68,44,2.789,1.780669454756841,0.003582662872463338,mid,0.0,0.0,0.0,0.0,0.7284,bull
IRDM,2024-09-17,2024-10-31,1,28.34,29.33,3.0848,0.321,3.49,18.45,1.695,32,10.885,0.0560131899250541,0.0607344274139826,1.085,3.85,36,3.641,1.5940569930278687,0.056112706975095294,mid,-0.295,-0.321,0.882,0.959,0.7284,bull
KKR,2024-09-17,2024-12-09,1,127.97,152.35,14.2106,1.716,19.05,27.27,2.456,58,11.105,0.24045911753761198,0.22605676619683598,0.0,0.0,1,2.659,2.257065805903754,0.04193997018147999,mid,0.0,-0.148,0.0,0.617,0.7284,bull
VST,2024-09-17,2024-11-04,1,91.15,115.74,12.2672,2.005,26.98,51.85,3.853,34,13.458,0.20216765108322926,0.039486732266364157,0.891,3.75,50,4.283,2.5708626992754997,-0.04414928790023109,mid,0.0,-0.073,0.0,0.228,0.7284,bull
WCC,2024-09-17,2024-09-25,1,167.63,163.23,3.5665,-1.234,-2.62,3.02,1.419,6,2.128,0.15275484727158217,0.04958360791749146,3.435,9.72,44,3.093,1.7115232664976696,-0.04818491492437227,weak,-1.234,-1.295,0.849,0.891,0.7284,bull
BHE,2024-09-18,2024-10-01,1,43.56,43.05,0.9091,-0.561,-1.17,3.56,1.705,9,2.087,0.081153741944942,0.08485084291718627,3.456,9.92,34,3.156,1.5047926128016462,0.021542042203994027,weak,-0.561,-1.309,0.371,0.866,0.7284,bull
GEHC,2024-09-18,2024-10-24,1,88.53,88.9,7.3291,0.05,0.42,6.01,0.726,26,8.279,0.23987129618363157,0.2518990087735717,0.0,0.0,10,2.206,1.5596528106511218,0.016051732137365216,mid,0.0,-0.114,0.0,0.428,0.7284,bull
BLK,2024-09-19,2025-01-07,1,934.87,980.76,61.7526,0.743,4.91,13.95,2.111,75,6.605,0.3884411702049256,0.3192412664704179,0.0,0.0,1,1.738,3.0244582305535777,0.08976025329720749,mid,-0.098,-0.258,0.374,0.979,0.7474,bull
ESE,2024-09-19,2024-10-10,1,125.38,120.68,9.8883,-0.475,-3.75,2.87,0.364,15,7.887,0.1486919868132589,0.23635554343065956,0.28,0.64,38,2.28,2.5603820469709384,0.03989889707122063,weak,-0.475,-0.588,1.644,2.032,0.7474,bull
FAST,2024-09-19,2024-12-09,1,35.69,40.16,2.4515,1.823,12.52,18.17,2.645,56,6.869,0.34673400411539085,0.21336656404426377,0.219,0.42,36,1.918,2.359034734607926,0.01967701894660001,mid,-0.284,-0.41,1.015,1.468,0.7474,bull
JBL,2024-09-19,2024-11-15,1,110.86,128.26,3.5965,4.838,15.7,24.27,7.482,41,3.244,0.11509827951129495,0.02530136073166646,2.962,7.44,46,2.677,1.7500709658172038,-0.0961524388565489,mid,0.0,0.0,0.0,0.0,0.7474,bull
NAT,2024-09-19,2024-09-20,1,3.77,3.62,0.0603,-2.489,-3.98,0.0,0.0,1,1.598,0.14942495976348907,0.08108107610521713,3.037,6.53,55,2.271,1.6350476052755758,-0.11408138602952811,weak,-2.489,-2.489,1.752,1.752,0.7474,bull
NDAQ,2024-09-19,2024-10-07,1,74.29,70.87,4.5916,-0.745,-4.6,0.0,0.0,12,6.181,0.38162439620445376,0.41572348815508264,0.0,0.0,11,1.626,2.0090171699687516,0.07200112573706474,mid,-0.745,-0.801,2.83,3.046,0.7474,bull
RCL,2024-09-19,2024-12-18,1,171.56,229.53,18.5104,3.132,33.79,50.44,4.675,63,10.789,0.1993703083951273,0.08975207503402931,0.465,1.36,46,2.935,1.6753166720354975,0.03455232262994268,mid,0.0,-0.071,0.0,0.262,0.7474,bull
SXI,2024-09-19,2024-10-10,1,181.09,174.54,6.3739,-1.028,-3.62,0.93,0.265,15,3.52,0.13887927726488736,0.16164428719699642,2.273,5.35,46,2.454,2.0955037607056863,-0.023555749337562326,mid,-1.028,-1.155,1.474,1.656,0.7474,bull
SXT,2024-09-19,2024-10-03,1,79.09,76.68,2.7827,-0.866,-3.05,1.43,0.406,10,3.518,0.2894455562017169,0.10822179408760914,2.173,4.7,41,2.234,2.167249077068647,0.049710076119425795,strong,-0.866,-0.891,1.364,1.403,0.7474,bull
ANET,2024-09-20,2024-11-14,1,96.115,96.4875,12.6757,0.029,0.39,12.11,0.918,39,13.188,0.20173634808861196,0.048312550769056835,0.0,0.0,1,3.207,3.179880184097645,0.04671845472637748,mid,-0.083,-0.16,0.341,0.658,0.7432,bull
CIEN,2024-09-20,2025-01-27,1,58.73,76.29,7.1834,2.445,29.9,67.17,5.492,86,12.231,0.2205019310759748,0.22101312928733002,0.0,0.0,1,2.956,1.9956038932708537,0.09064472161249082,mid,0.0,0.0,0.0,0.0,0.7432,bull
COHR,2024-09-20,2024-10-31,1,87.02,92.44,15.774,0.344,6.23,20.23,1.116,29,18.127,0.18876739631922118,0.1087602772180963,0.0,0.0,1,4.507,2.6719422759833895,0.15544736393566128,mid,0.0,-0.059,0.0,0.237,0.7432,bull
KMI,2024-09-20,2024-12-10,1,21.79,26.89,1.0478,4.867,23.41,30.98,6.442,56,4.808,0.27941152752504267,0.18245270805299954,0.708,1.1,43,1.555,1.391323468252032,0.010269298554175688,strong,-0.105,-0.172,0.325,0.531,0.7432,bull
MTZ,2024-09-20,2024-12-10,1,126.14,132.86,17.6178,0.381,5.33,17.28,1.237,56,13.967,0.2563152772721986,0.18600936595081363,0.0,0.0,1,3.412,3.880398618207321,0.08587798916953804,strong,-0.349,-0.413,1.426,1.691,0.7432,bull
NKE,2024-09-20,2024-10-02,1,86.52,83.1,7.9402,-0.431,-3.95,3.37,0.368,8,9.177,0.15102037320976827,0.20811795319495513,0.0,0.0,17,2.478,2.4368796609171683,0.06860859900510952,mid,-0.431,-0.598,1.595,2.216,0.7432,bull
CORT,2024-09-23,2024-12-18,1,42.95,52.42,6.9038,1.372,22.05,41.68,2.593,61,16.074,0.5406087002616309,0.3690851886861136,0.0,0.0,3,3.967,3.803066862973601,0.16431034934389022,mid,-0.059,-0.136,0.241,0.552,0.7516,bull
PWR,2024-09-23,2024-12-09,1,296.13,321.98,35.2995,0.732,8.73,17.04,1.43,54,11.92,0.2692346057932093,0.1487242341433495,0.0,0.0,1,2.874,3.422074480529507,0.048929176458061496,strong,-0.002,-0.1,0.009,0.414,0.7516,bull
RKLB,2024-09-23,2025-02-25,1,7.56,20.28,1.918,6.632,168.25,317.59,12.518,105,25.371,0.11715479460240312,0.2316334976381314,0.0,0.0,1,5.638,2.218300837800876,0.19356415225187207,weak,0.0,-0.149,0.0,0.669,0.7516,bull
SHIP,2024-09-23,2024-10-09,1,11.64,10.79,1.966,-0.432,-7.3,8.25,0.488,12,16.89,0.11293643102023808,0.08265808431658163,0.0,0.0,15,4.182,1.7688795710764857,0.04798213119192152,mid,-0.432,-0.473,1.746,1.911,0.7516,bull
SHOP,2024-09-23,2025-01-10,1,80.11,103.71,10.5431,2.238,29.46,49.16,3.735,75,13.161,0.13498819401965226,0.14136842555570872,0.0,0.0,1,3.2,2.8451107139864598,-0.012689370663579003,mid,-0.187,-0.284,0.768,1.166,0.7516,bull
STX,2024-09-23,2024-10-23,1,105.88,103.52,6.7168,-0.351,-2.23,6.38,1.006,22,6.344,0.03893985585839107,0.037543972716775426,1.738,4.35,42,2.592,1.6926513379486674,-0.04841231555061909,mid,-0.351,-0.509,0.86,1.246,0.7516,bull
TK,2024-09-23,2024-10-15,1,8.99,8.39,1.0151,-0.591,-6.67,6.79,0.601,16,11.292,0.4365079019675777,0.0626702873365339,0.0,0.0,2,2.708,2.603869950957304,0.011643690337316048,strong,-0.591,-0.601,2.464,2.505,0.7516,bull
VRT,2024-09-23,2024-12-18,1,96.07,114.12,16.5603,1.09,18.79,47.28,2.743,61,17.238,0.38159548638899204,0.0306845091520272,0.0,0.0,1,4.273,3.5385916695081483,-0.08488790445886374,strong,0.0,-0.049,0.0,0.197,0.7516,bull
AVNT,2024-09-24,2024-10-23,1,49.66,47.87,5.2719,-0.34,-3.6,3.26,0.307,21,10.616,0.20220836400359302,0.17454370907055278,0.0,0.0,16,2.531,1.9030529988524991,0.04966886276043225,mid,-0.34,-0.419,1.424,1.759,0.7663,bull
BWXT,2024-09-24,2024-11-05,1,106.71,116.95,8.7313,1.173,9.6,18.78,2.295,30,8.182,0.23261181346905865,0.15822252118841942,0.051,0.11,44,2.211,3.139245886507127,0.09269328946357014,mid,-0.048,-0.133,0.178,0.492,0.7663,bull
CDE,2024-09-24,2024-11-01,1,7.47,6.15,1.8997,-0.695,-17.67,0.54,0.021,28,25.431,0.22480622017572377,0.09246574447669083,0.0,0.0,7,5.651,2.925513143142678,0.1832584340335499,mid,-0.695,-0.758,3.127,3.411,0.7663,bull
GLW,2024-09-24,2024-12-18,1,45.29,46.51,1.7262,0.707,2.69,9.87,2.59,60,3.811,0.4379083500693751,0.07671236420106219,1.798,3.35,49,1.904,3.453550199923258,-0.005975671741828115,strong,-0.684,-0.736,1.369,1.473,0.7663,bull
NXE,2024-09-24,2024-09-30,1,6.62,6.53,0.1424,-0.632,-1.36,0.6,0.281,4,2.151,0.21925115690332397,0.02654869870671114,3.536,13.55,52,4.358,2.7836731677034403,-0.0539130590817849,weak,-0.632,-1.37,0.312,0.676,0.7663,bull
SPG,2024-09-24,2024-11-01,1,170.11,167.7,12.0586,-0.2,-1.42,4.0,0.565,28,7.089,0.2626326266001936,0.23460531482069386,0.0,0.0,1,1.865,1.5151380311145841,-0.013120017177927323,mid,-0.307,-0.351,1.166,1.333,0.7663,bull
SQM,2024-09-24,2024-10-17,1,39.23,38.6,2.0275,-0.311,-1.61,11.98,2.318,17,5.168,0.09368201951313973,0.04920876664216429,2.701,9.39,51,3.794,1.327773757375975,-0.056634017576300044,mid,-0.385,-0.533,0.524,0.726,0.7663,bull
TFPM,2024-09-24,2024-10-08,1,17.33,15.86,1.9369,-0.759,-8.48,0.29,0.026,10,11.177,0.18132859680770774,0.12883440787489428,0.0,0.0,6,2.678,2.1686404085217683,0.03657697442484498,mid,-0.759,-0.862,3.167,3.598,0.7663,bull
VALE,2024-09-24,2024-10-15,1,11.07,10.79,0.5151,-0.544,-2.53,6.59,1.417,15,4.653,0.16243629265874554,0.05006098153134092,2.37,5.8,54,2.554,2.343265819484552,0.09700805135874391,mid,-0.544,-0.757,0.99,1.379,0.7663,bull
WPM,2024-09-24,2024-10-08,1,63.47,59.69,5.794,-0.652,-5.96,1.18,0.129,10,9.129,0.15346524720336316,0.1612334951302946,0.0,0.0,2,2.463,1.570276190350576,0.025319778738294385,mid,-0.663,-0.818,2.456,3.032,0.7663,bull
EXK,2024-09-25,2024-09-30,1,4.11,3.94,0.0808,-2.104,-4.14,4.14,2.104,3,1.966,0.3014706217500132,0.01643490534451813,4.147,19.11,50,5.573,3.525232547213459,0.03258119919661007,weak,-2.104,-2.723,0.742,0.96,0.7663,bull
AVGO,2024-09-26,2024-11-15,1,178.09,164.84,28.0363,-0.473,-7.44,4.41,0.28,36,15.743,0.19705529757962795,0.014619380829122796,0.0,0.0,1,3.88,2.5878832760345998,0.026684451223961236,mid,-0.473,-0.523,1.918,2.122,0.847,bull
CAKE,2024-09-26,2025-03-04,1,41.13,50.25,4.6867,1.946,22.17,37.88,3.324,107,11.395,0.05118839607414177,0.12151115763838977,0.026,0.07,23,2.755,2.464690795312062,-0.027455413296707865,mid,-0.518,-0.582,2.145,2.41,0.847,bull
CAT,2024-09-26,2024-10-30,1,390.96,379.24,41.8263,-0.28,-3.0,2.83,0.264,24,10.698,0.32216282071994223,0.21607405271616545,0.0,0.0,2,2.552,4.013847249178369,0.15974753046746915,mid,-0.28,-0.568,1.175,2.381,0.847,bull
DOW,2024-09-26,2024-10-21,1,54.72,52.21,3.1025,-0.809,-4.59,1.13,0.2,17,5.67,0.0493917237733442,0.0883994872508431,1.157,2.49,50,2.179,2.4297669457894564,0.09003742198122744,mid,-0.809,-0.841,2.105,2.189,0.847,bull
ESI,2024-09-26,2024-10-02,1,27.02,26.72,0.5046,-0.594,-1.11,0.52,0.277,4,1.868,0.13821149557898132,0.02085141323593869,2.927,6.44,51,2.326,2.1229122546483197,0.021723685260721437,mid,-0.594,-1.189,0.477,0.954,0.847,bull
MCD,2024-09-26,2024-10-23,1,303.65,298.57,16.8093,-0.302,-1.67,4.25,0.768,19,5.536,0.3940502498676557,0.3815126477407658,0.0,0.0,1,1.457,2.529445815263107,-0.04434415045604145,mid,-0.302,-0.763,1.148,2.898,0.847,bull
OKLO,2024-09-26,2025-02-24,1,8.58,34.08,1.9461,13.103,297.2,546.74,24.105,101,22.681,0.2895203916873494,0.05018818163736227,1.345,8.98,46,7.19,3.323041958819423,-0.13198568416316958,strong,-0.252,-0.349,0.794,1.102,0.847,bull
SONY,2024-09-26,2024-10-15,1,19.73,18.66,1.3237,-0.808,-5.42,0.0,0.0,13,6.709,0.2108303030344762,0.08397158457970379,0.0,0.0,18,1.766,2.7679377484237984,0.0299760010547665,mid,-0.808,-0.854,3.072,3.244,0.847,bull
DIS,2024-09-27,2024-10-03,1,96.01,93.63,2.5206,-0.944,-2.48,0.19,0.071,4,2.625,0.33998641634018845,0.010698024962980507,2.146,3.32,52,1.587,3.243759826839335,-0.12337699344840192,strong,-0.944,-1.143,1.562,1.89,0.7757,bull
RDW,2024-09-27,2024-10-01,1,7.14,6.41,0.6029,-1.211,-10.22,0.0,0.0,2,8.445,0.05687199293105747,0.02281088509358341,2.943,14.09,53,5.425,1.9712296786244408,-0.010077708358413484,mid,-1.211,-1.26,1.885,1.962,0.7757,bull
SMR,2024-09-27,2024-12-18,1,12.55,19.11,1.053,6.23,52.27,140.72,16.771,57,8.39,0.3762184795917827,0.016683029704380622,3.52,23.91,53,8.558,3.1052195616635903,0.053701749566046786,weak,-0.921,-1.747,0.903,1.713,0.7757,bull
