ticker,signal_date,exit_date,closed,entry,exit,r0,R,move_pct,peak_pct,peak_R,held,r0_pct,er22,er55,fresh,dd_pct,hi_age,atr_pct,dev,selfvol,tier,mae_R,mae_low_R,mae_atr,mae_low_atr,breadth,regime
FLR,2023-01-24,2023-03-10,1,36.85,33.34,4.7634,-0.737,-9.53,2.06,0.16,32,12.926,0.16142258547392685,0.20170937588608856,0.0,0.0,6,3.139,2.0263008785796393,0.026638456601542293,mid,-0.737,-0.819,3.035,3.372,0.9207,bull
FTNT,2023-01-24,2023-04-25,1,51.09,63.17,1.6696,7.235,23.64,33.86,10.362,63,3.268,0.03979456446928053,0.03459424339476317,3.157,10.12,46,3.528,1.272548558204229,-0.12138314976654352,weak,-0.024,-0.994,0.022,0.921,0.9207,bull
HCC,2023-01-24,2023-03-13,1,38.74,36.27,5.0396,-0.49,-6.38,9.55,0.734,33,13.009,0.15816601375295117,0.0445994512513913,0.54,1.97,34,3.683,2.5397760747701605,-0.0672005517217662,mid,-0.49,-0.629,1.731,2.222,0.9207,bull
NFLX,2023-01-24,2023-02-23,1,36.383,32.365,5.3479,-0.751,-11.04,1.14,0.077,21,14.699,0.49302565783143076,0.23250993222601485,0.0,0.0,1,3.605,3.835230861112934,0.03297541537065074,mid,-0.751,-0.926,3.063,3.776,0.9207,bull
NVTS,2023-01-24,2023-04-25,1,4.84,5.64,0.4937,1.621,16.53,51.03,5.003,63,10.2,0.4242425512238823,0.08016880035366429,2.654,13.0,46,5.527,3.299275692541383,-0.2330083935629086,strong,0.0,-0.405,0.0,0.748,0.9207,bull
PLAB,2023-01-24,2023-02-21,1,18.66,16.4,1.5565,-1.452,-12.11,3.38,0.405,19,8.341,0.3030853007120191,0.13943738609133788,1.356,3.96,27,3.004,2.2605077393437,-0.18499474671007388,strong,-1.452,-2.069,4.032,5.745,0.9207,bull
PWR,2023-01-24,2023-09-13,1,151.51,200.33,13.0227,3.749,32.22,40.16,4.673,160,8.595,0.20072580558640502,0.12383354253508913,0.89,2.3,34,2.61,2.1755497059034825,-0.048881332199516514,mid,-0.239,-0.45,0.786,1.482,0.9207,bull
CRDO,2023-01-25,2023-02-15,1,17.46,10.3,3.3178,-2.158,-41.01,10.88,0.573,15,19.002,0.4333682780462343,0.16557529367421175,0.0,0.0,1,4.737,4.4356844369430615,0.09364932074283283,strong,-2.158,-2.245,8.656,9.007,0.8546,bull
ON,2023-01-25,2023-03-27,1,71.81,75.67,7.2721,0.531,5.38,20.99,2.072,42,10.127,0.2126922598461226,0.12768108976529924,1.526,5.85,37,4.014,2.681747355747986,-0.06848647256074292,mid,-0.109,-0.131,0.274,0.33,0.8546,bull
OR,2023-01-25,2023-02-03,1,13.94,12.86,1.2804,-0.843,-7.75,0.0,0.0,7,9.185,0.48493154836789687,0.3400366022753246,0.0,0.0,1,2.48,3.311581115274057,-0.0512010952327443,mid,-0.843,-0.922,3.124,3.413,0.8546,bull
PBR,2023-01-25,2023-01-27,1,11.93,11.29,0.6725,-0.952,-5.36,0.0,0.0,2,5.637,0.28747792210719264,0.06888068483907038,2.647,9.73,55,4.022,2.418769052027529,-0.09757654556135198,strong,-0.952,-1.071,1.334,1.501,0.8546,bull
SSRM,2023-01-25,2023-02-09,1,17.63,15.77,2.243,-0.829,-10.55,0.0,0.0,11,12.722,0.29200649432275716,0.26609684213134654,0.0,0.0,7,3.085,1.7403353330396536,-0.05868396332571946,mid,-0.829,-0.869,3.42,3.585,0.8546,bull
AMZN,2023-01-26,2023-02-10,1,99.22,97.61,11.1064,-0.145,-1.62,13.8,1.233,11,11.194,0.39232144876656166,0.07916985321697968,0.794,2.65,50,3.391,2.5567336877068025,-0.14541544209191193,strong,-0.145,-0.269,0.479,0.889,0.8877,bull
APD,2023-01-26,2023-02-02,1,316.61,295.5,10.9649,-1.925,-6.67,1.23,0.356,5,3.463,0.06662211637867001,0.2254907284781698,1.979,3.66,29,1.901,1.3218217873483418,-0.022438938209406012,weak,-1.925,-2.56,3.507,4.663,0.8877,bull
BKNG,2023-01-26,2023-03-13,1,97.246,97.5556,8.6249,0.036,0.32,7.78,0.878,31,8.869,0.7376431450377281,0.3185560844863224,0.0,0.0,2,2.385,3.866562762428524,-0.07522888393995031,mid,-0.384,-0.463,1.428,1.724,0.8877,bull
CHRD,2023-01-26,2023-01-27,1,150.02,146.08,3.6512,-1.079,-2.63,0.0,0.0,1,2.434,0.25902043922235274,0.04130705179463685,3.375,10.37,48,3.37,2.859742676282104,-0.12493925007999707,weak,-1.079,-1.126,0.779,0.813,0.8877,bull
DINO,2023-01-26,2023-01-27,1,59.18,56.96,0.803,-2.765,-3.75,0.0,0.0,1,1.357,0.4516129914370983,0.06502577378940778,3.692,10.99,43,3.3,3.331882793350007,-0.08215225744968657,weak,-2.765,-3.176,1.137,1.306,0.8877,bull
DIS,2023-01-26,2023-02-21,1,109.7,102.09,12.7481,-0.597,-6.94,3.2,0.275,17,11.621,0.6775517716614966,0.09898271775335271,0.0,0.0,1,2.795,4.4914024519178914,-0.035134910468243574,strong,-0.597,-0.617,2.482,2.567,0.8877,bull
EA,2023-01-26,2023-02-01,1,129.14,116.76,3.6991,-3.347,-9.59,0.0,0.0,4,2.864,0.3926751673924804,0.008975026445536553,2.158,3.67,54,1.744,2.1295152487562663,-0.16291416608286113,strong,-3.347,-4.477,5.496,7.352,0.8877,bull
GEL,2023-01-26,2023-03-23,1,11.85,10.37,1.7906,-0.827,-12.49,1.01,0.067,39,15.11,0.4623288856838465,0.05448453508941555,0.0,0.0,1,3.713,2.7192285743283646,-0.05784686054678034,strong,-0.827,-0.866,3.364,3.523,0.8877,bull
GFS,2023-01-26,2023-01-27,1,60.14,59.24,1.1609,-0.775,-1.5,0.0,0.0,1,1.93,0.18576783028790833,0.07914626016473143,3.565,12.53,41,3.951,1.8937878079553432,-0.11852565786655733,weak,-0.775,-0.913,0.379,0.446,0.8877,bull
IMOS,2023-01-26,2023-04-24,1,23.49,24.12,1.6201,0.389,2.68,8.3,1.204,60,6.897,0.398089249354903,0.21336762311961874,0.0,0.0,1,1.815,3.376357232454617,-0.1898332125376777,mid,-0.568,-0.568,2.158,2.158,0.8877,bull
LRCX,2023-01-26,2023-02-21,1,49.775,47.829,6.2498,-0.311,-3.91,8.7,0.693,17,12.556,0.5013007981694979,0.13365347914928957,0.565,2.0,50,3.572,2.6906328442097207,-0.03071831907174616,strong,-0.311,-0.389,1.095,1.369,0.8877,bull
LSCC,2023-01-26,2023-04-27,1,76.95,79.32,11.2722,0.21,3.08,24.11,1.646,63,14.649,0.38720045345399984,0.2806495840282483,0.0,0.0,1,3.592,2.7446947328057396,0.018529681215611937,mid,-0.277,-0.321,1.129,1.31,0.8877,bull
MOG.A,2023-01-26,2023-03-13,1,93.68,95.22,7.199,0.214,1.64,9.22,1.2,31,7.685,0.33159955037169736,0.18549778313561568,0.0,0.0,1,2.026,2.17558900345878,-0.10840379297846425,strong,-0.075,-0.182,0.285,0.69,0.8877,bull
MOS,2023-01-26,2023-03-10,1,49.18,49.08,2.5083,-0.04,-0.2,16.19,3.173,30,5.1,0.24410327685360783,0.0021675003630540557,2.714,9.42,51,3.776,1.7894743799819122,-0.11650915680735596,mid,-0.271,-0.454,0.366,0.614,0.8877,bull
MXL,2023-01-26,2023-02-14,1,40.58,37.22,5.9485,-0.565,-8.28,6.55,0.447,13,14.659,0.39515126882522894,0.16371430478830287,0.0,0.0,1,3.594,3.3792600374860613,-0.10490902945235925,strong,-0.565,-0.64,2.304,2.612,0.8877,bull
PENG,2023-01-26,2023-03-06,1,17.47,16.47,2.6835,-0.373,-5.72,7.44,0.484,26,15.361,0.20537891010872705,0.13571097628133283,0.254,1.03,48,4.05,2.026617581561978,-0.054721370269398495,mid,-0.373,-0.429,1.413,1.625,0.8877,bull
PLD,2023-01-26,2023-02-17,1,128.06,125.32,14.0944,-0.194,-2.14,5.02,0.456,16,11.006,0.38266479929173985,0.2025365690365941,0.0,0.0,2,2.633,2.7904265790622156,-0.029198291604763393,mid,-0.194,-0.325,0.813,1.358,0.8877,bull
RCAT,2023-01-26,2023-03-09,1,1.23,1.01,0.2337,-0.941,-17.89,15.45,0.813,29,19.001,0.6078949514849404,0.10245906469908594,1.44,8.4,48,6.21,2.719891309527672,-0.20819570294426581,strong,-0.941,-0.941,2.88,2.88,0.8877,bull
SBUX,2023-01-26,2023-02-23,1,108.76,103.51,7.3087,-0.718,-4.83,1.13,0.168,19,6.72,0.45567495132866426,0.2804513927442764,0.0,0.0,8,1.768,2.3661981212722467,-0.13918583681818675,mid,-0.718,-0.839,2.73,3.187,0.8877,bull
WULF,2023-01-26,2023-02-02,1,1.05,0.67,0.3257,-1.167,-36.19,5.71,0.184,5,31.023,0.300699275049103,0.010309292793983004,1.814,17.74,48,11.55,2.098526063169235,-0.31280351658834316,strong,-1.167,-1.197,3.133,3.216,0.8877,bull
AAPL,2023-01-27,2023-08-04,1,145.93,181.99,8.4691,4.258,24.71,34.62,5.965,130,5.804,0.3425858293437045,0.05643665334025206,1.942,4.84,46,2.586,3.3212075726188437,-0.11663705109836031,strong,-0.346,-0.544,0.776,1.222,0.8877,bull
CTVA,2023-01-27,2023-01-30,1,63.83,62.53,0.7822,-1.662,-2.04,0.0,0.0,1,1.225,0.378723592140877,0.05715023597464602,3.19,6.21,37,2.053,1.9782242040105753,-0.11933572149272631,weak,-1.662,-2.097,0.992,1.252,0.8877,bull
CVE,2023-01-27,2023-02-02,1,20.4,18.41,1.6635,-1.196,-9.75,0.0,0.0,4,8.154,0.1306413742877174,0.03231154286402367,1.894,6.71,51,3.753,1.8846516985591364,-0.08423295611842518,mid,-1.196,-1.353,2.599,2.939,0.8877,bull
DDOG,2023-01-27,2023-03-07,1,77.23,74.82,9.8288,-0.245,-3.12,14.88,1.169,26,12.727,0.09396374764012694,0.05494505970022021,2.281,11.73,49,5.734,1.5833388561681079,-0.10746692721222961,mid,-0.345,-0.452,0.765,1.003,0.8877,bull
DLR,2023-01-27,2023-02-21,1,111.31,108.41,9.3921,-0.309,-2.61,7.74,0.917,16,8.438,0.30851044881982254,0.1383678502981181,1.047,2.8,39,2.702,2.374117993624854,-0.07775077028810973,strong,-0.309,-0.493,0.964,1.539,0.8877,bull
FAST,2023-01-27,2023-02-23,1,25.125,25.7,0.9072,0.634,2.29,10.03,2.778,18,3.611,0.19168601668423269,0.022757721383433734,2.247,5.34,43,2.48,1.661257410423814,-0.014247350019711336,mid,-0.452,-0.507,0.658,0.738,0.8877,bull
PLTR,2023-01-27,2023-02-28,1,7.55,7.84,0.6854,0.423,3.84,33.91,3.735,21,9.079,0.3214285453624071,0.04526047707087294,2.702,12.25,51,5.049,2.057933331123717,-0.09467558609464721,strong,-0.263,-0.277,0.472,0.498,0.8877,bull
RBLX,2023-01-27,2023-04-24,1,37.75,39.06,7.3081,0.179,3.47,22.99,1.188,59,19.359,0.44247800103668955,0.02846925611727421,1.214,6.78,55,5.891,2.4736685917996155,-0.10345379114140452,strong,-0.454,-0.557,1.493,1.83,0.8877,bull
SONY,2023-01-27,2023-02-16,1,18.122,17.508,1.2926,-0.475,-3.39,3.52,0.494,14,7.133,0.6008791409637476,0.27015900422307276,0.0,0.0,2,1.877,4.192915246471037,-0.057935811288291617,mid,-0.475,-0.509,1.805,1.934,0.8877,bull
UEC,2023-01-27,2023-03-06,1,4.07,3.55,0.6592,-0.789,-12.78,2.95,0.182,25,16.195,0.19318187975685644,0.015490556164345786,0.701,3.4,49,4.904,1.21246842714808,-0.14168095888984855,mid,-0.819,-0.88,2.706,2.906,0.8877,bull
XP,2023-01-27,2023-02-06,1,18.11,17.04,1.0552,-1.014,-5.91,0.0,0.0,6,5.827,0.26347911191691026,0.014308373525244736,2.581,9.39,53,3.958,2.9838083125800496,-0.19688560340762606,strong,-1.014,-1.151,1.493,1.695,0.8877,bull
AXP,2023-01-31,2023-03-10,1,174.93,165.7,20.4258,-0.452,-5.28,3.66,0.313,27,11.677,0.5153334338718246,0.24920681160305616,0.0,0.0,1,2.81,4.272950622361459,0.10623844555303719,mid,-0.452,-0.494,1.878,2.053,0.8877,bull
NXPI,2023-01-31,2023-02-24,1,184.31,176.86,22.5957,-0.33,-4.04,6.43,0.524,17,12.26,0.4932687991118466,0.15444439488883438,0.0,0.0,2,2.963,3.0063806243412734,-0.08446880679193036,strong,-0.33,-0.396,1.364,1.637,0.8877,bull
QLYS,2023-01-31,2023-04-25,1,115.36,112.68,1.1768,-2.277,-2.32,13.36,13.095,58,1.02,0.1332737016677702,0.018871496403905307,3.794,10.67,51,3.115,1.9865284635556308,-0.17032608778238023,weak,-2.277,-3.195,0.746,1.046,0.8877,bull
RCL,2023-01-31,2023-03-10,1,64.94,66.86,8.8692,0.216,2.96,16.65,1.219,27,13.657,0.6067333199982948,0.19375488078612876,0.0,0.0,10,3.331,2.4541174636845104,-0.13378683146824144,strong,0.0,-0.078,0.0,0.319,0.8877,bull
SAP,2023-01-31,2023-02-21,1,118.53,114.78,8.6489,-0.434,-3.16,3.75,0.513,14,7.297,0.5182887836109492,0.26231548944304856,0.0,0.0,7,1.92,2.4013348912199906,-0.0009244820710307966,mid,-0.434,-0.441,1.648,1.674,0.8877,bull
TEL,2023-01-31,2023-02-21,1,127.15,126.68,7.5532,-0.062,-0.37,6.13,1.033,14,5.94,0.5366908172786651,0.15563044669612983,0.937,1.95,44,2.091,1.9536562551711596,-0.12175425193062495,strong,-0.062,-0.095,0.177,0.271,0.8877,bull
AIR,2023-02-01,2023-03-10,1,52.03,52.58,4.5259,0.122,1.06,8.78,1.01,26,8.699,0.5634123492337623,0.1710669068651175,0.0,0.0,1,2.333,3.2030839317183166,-0.06500256018528716,strong,-0.281,-0.411,1.046,1.532,0.9537,bull
BBIO,2023-02-01,2023-03-21,1,9.77,13.46,1.0176,3.626,37.77,89.87,8.628,33,10.416,0.32075479794042333,0.019841252007931583,2.914,16.46,54,6.568,2.1591256650128052,-0.1305434967952911,strong,0.0,0.0,0.0,0.0,0.9537,bull
BDC,2023-02-01,2023-03-13,1,82.32,82.11,6.1631,-0.034,-0.26,10.81,1.444,27,7.487,0.35619861781792284,0.06756977554499534,0.458,1.05,41,2.282,2.3765857246082214,-0.05495049405031738,strong,-0.034,-0.69,0.112,2.262,0.9537,bull
COST,2023-02-01,2023-02-08,1,517.91,503.81,10.1985,-1.383,-2.72,1.07,0.541,5,1.969,0.4697688758403957,0.015337137964522966,2.788,5.21,42,1.947,3.450533778931625,-0.11575800902996725,strong,-1.383,-1.603,1.399,1.622,0.9537,bull
EW,2023-02-01,2023-02-14,1,81.48,76.59,8.6881,-0.563,-6.0,3.72,0.349,9,10.663,0.26852242125067066,0.1548464894148308,0.0,0.0,7,2.543,1.9457890646192135,-0.11745746247302191,strong,-0.563,-0.599,2.36,2.51,0.9537,bull
GRMN,2023-02-01,2023-02-09,1,101.11,96.24,7.6537,-0.636,-4.82,1.85,0.244,6,7.57,0.35816371238419614,0.16729255104254875,0.0,0.0,14,1.992,1.7642844374684357,-0.06725316394559733,strong,-0.636,-0.689,2.418,2.617,0.9537,bull
ORA,2023-02-01,2023-02-02,1,93.6,93.18,0.7383,-0.569,-0.45,0.0,0.0,1,0.789,0.23809520901923623,0.09830611736252781,3.387,7.64,51,2.416,2.0760212456323957,-0.08878861910005198,weak,-0.569,-2.912,0.186,0.951,0.9537,bull
PGR,2023-02-01,2023-03-15,1,137.98,135.06,9.8697,-0.296,-2.12,5.55,0.776,29,7.153,0.22175742521204306,0.11537380968201143,0.0,0.0,1,1.882,2.3530291414197277,-0.05353336325787128,mid,-0.305,-0.655,1.159,2.487,0.9537,bull
PM,2023-02-01,2023-02-16,1,105.39,100.3,6.1795,-0.824,-4.83,0.0,0.0,11,5.863,0.2530122364637796,0.2932367434643353,0.0,0.0,4,1.543,2.0215944245881254,-0.0934448643530651,mid,-0.824,-1.026,3.13,3.899,0.9537,bull
SEDG,2023-02-01,2023-03-16,1,327.69,285.57,47.8635,-0.88,-12.85,4.97,0.34,30,14.606,0.27992373967663836,0.10845566466516945,0.977,4.6,32,4.821,1.7497262070700246,0.011125865470291485,strong,-0.88,-0.922,2.666,2.795,0.9537,bull
ADI,2023-02-02,2023-03-01,1,179.3,183.11,15.4119,0.247,2.12,9.41,1.095,18,8.596,0.29923574508649486,0.11527986996100931,0.0,0.0,1,2.302,2.718488699818785,-0.08600005078026063,strong,-0.114,-0.21,0.424,0.783,1.0,bull
APH,2023-02-02,2023-02-22,1,41.045,38.595,3.0436,-0.805,-5.97,0.0,0.0,13,7.415,0.3285473072600092,0.05594818857089407,0.449,1.01,34,2.25,1.6139157007603124,0.030746773125537086,strong,-0.805,-0.844,2.652,2.782,1.0,bull
BB,2023-02-02,2023-02-03,1,4.58,4.46,0.0852,-1.408,-2.62,0.0,0.0,1,1.861,0.6055045379912886,0.06782606936131928,3.6,13.65,41,4.306,2.963731328331405,-0.10452634632365354,weak,-1.408,-1.995,0.608,0.862,1.0,bull
BLK,2023-02-02,2023-02-09,1,770.73,715.97,55.6464,-0.984,-7.1,0.0,0.0,5,7.22,0.34012459751179386,0.009559636111458646,0.666,1.56,55,2.361,1.295429466941671,-0.06319626178145288,strong,-0.984,-1.011,3.009,3.092,1.0,bull
CORT,2023-02-02,2023-02-08,1,24.47,23.45,0.8735,-1.168,-4.17,0.0,0.0,4,3.569,0.45414884078497875,0.09066554741569477,3.041,9.44,53,3.386,2.4709765079466126,-0.05138639756293506,weak,-1.168,-1.202,1.231,1.267,1.0,bull
CRUS,2023-02-02,2023-04-12,1,94.89,89.28,10.3562,-0.542,-5.91,15.46,1.417,47,10.914,0.6916294138193048,0.2668002073645398,0.0,0.0,1,2.609,3.8604796543778828,-0.007725157870211219,mid,-0.542,-0.675,2.266,2.824,1.0,bull
KKR,2023-02-02,2023-03-10,1,58.01,50.31,6.8609,-1.122,-13.27,1.88,0.159,25,11.827,0.5002159247597292,0.017530565576876073,0.054,0.16,55,2.89,3.2134983522240947,-0.04590741998855796,strong,-1.122,-1.339,4.593,5.482,1.0,bull
MS,2023-02-02,2023-03-09,1,99.21,92.2,8.3951,-0.835,-7.07,1.63,0.193,24,8.462,0.5344633073579539,0.14038299426683817,0.0,0.0,1,2.261,2.6460628678522573,-0.01684459098873592,strong,-0.835,-0.886,3.125,3.316,1.0,bull
ROK,2023-02-02,2023-03-13,1,291.16,286.01,35.2739,-0.146,-1.77,4.95,0.408,26,12.115,0.3534672921116411,0.08324290255911766,0.0,0.0,4,2.925,1.8404528374475544,0.10307427809874992,strong,-0.17,-0.245,0.702,1.016,1.0,bull
SANM,2023-02-02,2023-03-02,1,63.54,60.0,4.3274,-0.818,-5.57,1.98,0.291,19,6.811,0.24385488372093023,0.08138375092373532,2.169,7.26,55,3.563,1.9925432243870957,0.18833119050101987,mid,-0.818,-1.005,1.564,1.922,1.0,bull
SON,2023-02-02,2023-02-21,1,62.15,57.62,3.4602,-1.309,-7.29,0.0,0.0,12,5.567,0.10359734343268016,0.12844922894215136,0.96,1.88,41,1.961,1.6861284819695739,-0.09357798072385537,mid,-1.309,-1.396,3.718,3.964,1.0,bull
TXT,2023-02-02,2023-03-09,1,75.73,71.01,6.8524,-0.689,-6.23,0.0,0.0,24,9.048,0.20414091547099927,0.09350316972362363,0.0,0.0,1,2.439,2.833527594176105,0.039569147022235907,mid,-0.689,-0.736,2.556,2.729,1.0,bull
VIAV,2023-02-03,2023-02-24,1,11.66,10.76,1.3082,-0.688,-7.72,0.0,0.0,14,11.219,0.39062508149074227,0.10094214828085728,0.0,0.0,1,2.689,1.5467232241465947,-0.1360465899626192,strong,-0.688,-0.803,2.87,3.349,0.8877,bull
ANET,2023-02-07,2023-04-25,1,33.7275,38.395,2.6307,1.774,13.84,25.56,3.277,53,7.8,0.49111292019338215,0.03459016961392642,1.553,4.54,45,3.026,3.3516129383747475,-0.023375374922613434,strong,-0.156,-0.459,0.402,1.183,0.8877,bull
BCPC,2023-02-07,2023-03-06,1,142.06,128.56,13.8953,-0.972,-9.5,0.0,0.0,18,9.781,0.5432723228236654,0.0051424475629998495,0.543,1.46,52,2.696,3.1198281692090215,0.03310206297052898,strong,-0.972,-1.016,3.525,3.687,0.8877,bull
CMG,2023-02-07,2023-02-21,1,34.4572,31.3852,2.9975,-1.025,-8.92,0.0,0.0,9,8.699,0.6792531405084048,0.16537068152796394,0.0,0.0,1,2.333,3.6716495175371238,-0.038018355818262295,strong,-1.025,-1.048,3.821,3.908,0.8877,bull
ESE,2023-02-07,2023-02-09,1,101.05,93.48,8.8803,-0.852,-7.49,0.0,0.0,2,8.788,0.556578531111805,0.17959245762503329,0.0,0.0,3,2.36,2.725817110961809,-0.0036153337358145743,strong,-0.852,-1.498,3.174,5.577,0.8877,bull
MSFT,2023-02-07,2023-02-28,1,267.56,249.42,29.8523,-0.608,-6.78,1.72,0.154,14,11.157,0.48871338115373447,0.12498184664324775,0.0,0.0,3,2.673,3.418944883317261,0.016033638751572044,strong,-0.614,-0.652,2.564,2.721,0.8877,bull
NN,2023-02-07,2023-02-14,1,3.22,2.86,0.3498,-1.029,-11.18,7.45,0.686,5,10.864,0.0909091303171282,0.059726954542358726,2.825,15.9,54,6.486,1.3622101823892137,-0.12068978156307997,mid,-1.029,-1.258,1.724,2.107,0.8877,bull
NVDA,2023-02-07,2023-08-10,1,22.173,42.388,3.8177,5.295,91.17,114.2,6.632,127,17.218,0.5889188243837568,0.22503686746040047,0.0,0.0,3,4.268,3.7693944005463775,0.1258513824650902,mid,-0.398,-0.459,1.604,1.851,0.8877,bull
P,2023-02-09,2023-02-24,1,30.92,28.09,3.3762,-0.838,-9.15,3.36,0.308,10,10.919,0.5033408338724744,0.007157899673758981,0.349,1.01,55,2.874,3.211472977554416,-0.07139391783374649,strong,-0.838,-0.874,3.184,3.319,0.778,bull
ETN,2023-02-10,2023-03-15,1,170.91,159.27,14.467,-0.805,-6.81,3.89,0.459,22,8.465,0.20270263105026973,0.06234070223011269,0.0,0.0,2,2.262,2.382681236488723,0.05569429525448366,mid,-0.805,-0.899,3.011,3.365,0.8352,bull
NE,2023-02-10,2023-02-22,1,42.7,38.41,6.0523,-0.709,-10.05,1.94,0.137,7,14.174,0.362916291846822,0.18055563583118997,0.0,0.0,1,3.467,1.6205701419146543,0.0021502210053137016,strong,-0.709,-0.762,2.898,3.114,0.8352,bull
CLMT,2023-02-13,2023-03-15,1,18.25,16.74,3.2186,-0.469,-8.27,10.3,0.584,21,17.636,0.242582809894247,0.06468174444873848,0.0,0.0,5,4.378,1.5426163387518856,-0.058423677232934845,mid,-0.469,-0.516,1.89,2.078,0.8769,bull
DELL,2023-02-13,2023-02-24,1,43.4,41.61,2.6927,-0.665,-4.12,0.0,0.0,8,6.204,0.21971581332159712,0.01455828769933046,1.866,4.86,49,2.691,2.077334939558776,-0.04949638550297997,mid,-0.665,-0.85,1.532,1.96,0.8769,bull
GFS,2023-02-13,2023-04-19,1,66.15,63.98,6.8872,-0.315,-3.28,9.12,0.876,45,10.412,0.30347593821517593,0.01588592350176911,1.152,4.01,53,3.555,2.4292886519541765,-0.10415272313759116,strong,-0.441,-0.539,1.293,1.577,0.8769,bull
UL,2023-02-13,2023-03-01,1,58.4347,56.1824,3.0694,-0.734,-3.85,0.0,0.0,11,5.253,0.10021789627694414,0.1381871456096705,0.082,0.12,48,1.413,1.9759782070717562,0.02626538025316938,mid,-0.734,-0.826,2.728,3.069,0.8769,bull
ASTS,2023-02-14,2023-03-31,1,6.2,5.08,1.4764,-0.759,-18.06,12.58,0.528,32,23.813,0.235772353521165,0.04509804379889626,1.253,8.56,55,7.335,1.456268951750847,-0.12514347492960076,mid,-0.759,-1.056,2.463,3.428,0.8879,bull
DAR,2023-02-14,2023-02-21,1,68.37,65.0,2.3784,-1.417,-4.93,0.15,0.042,4,3.479,0.07812488824145092,0.061853976720476364,2.963,8.17,54,2.962,1.2059806591470812,-0.1695160519266603,mid,-1.417,-1.467,1.664,1.724,0.8879,bull
IREN,2023-02-14,2023-03-08,1,2.56,2.54,1.2768,-0.016,-0.78,66.99,1.343,15,49.874,0.3371211780838978,0.17288801364653603,0.0,0.0,8,11.083,1.6688590307738393,-0.057077199245325505,strong,-0.047,-0.07,0.211,0.317,0.8879,bull
IONQ,2023-02-15,2023-05-01,1,5.65,5.49,1.7202,-0.093,-2.83,25.13,0.826,51,30.445,0.31313141043510073,0.08665108812403484,0.0,0.0,8,6.766,2.3871319176109806,0.043330550240044285,strong,-0.634,-0.738,2.851,3.322,0.811,bull
S,2023-02-15,2023-05-03,1,17.23,15.52,4.4366,-0.385,-9.92,7.84,0.304,53,25.75,0.25459319819023796,0.03544993815048246,0.0,0.0,9,5.722,2.076231972013657,-0.18963400015774334,strong,-0.748,-0.898,3.367,4.042,0.811,bull
ZWS,2023-02-15,2023-03-01,1,24.38,22.4,2.4788,-0.799,-8.12,0.0,0.0,9,10.167,0.1824133543659101,0.019576576203115648,1.065,3.49,51,3.351,2.723066983637083,-0.02505856724788791,mid,-0.799,-0.811,2.423,2.46,0.811,bull
RDW,2023-02-16,2023-03-24,1,3.87,2.77,1.4422,-0.763,-28.42,2.07,0.055,25,37.265,0.373801822995477,0.3137614146716574,0.0,0.0,1,8.281,3.9128677922777486,0.3757523057946355,mid,-0.763,-0.846,3.432,3.807,0.778,bull
MTRN,2023-02-17,2023-05-02,1,111.94,106.81,16.5638,-0.31,-4.58,5.05,0.341,50,14.797,0.4634880361386872,0.3759321634820892,0.0,0.0,1,3.631,5.372507513271235,0.2942276735356617,mid,-0.489,-0.621,1.993,2.532,0.7824,bull
POR,2023-02-17,2023-03-09,1,49.62,46.53,3.5501,-0.87,-6.23,0.0,0.0,13,7.155,0.20743459925424843,0.05926937901014786,0.751,1.8,26,2.415,1.7485053787543192,0.04489720541096087,mid,-0.87,-0.952,2.579,2.821,0.7824,bull
BUD,2023-02-23,2023-03-15,1,60.79,59.42,1.6479,-0.831,-2.25,2.12,0.783,14,2.711,0.14123229466365783,0.014955896287944052,1.854,2.54,29,1.393,1.9720719448378223,-0.1333816352924897,mid,-0.831,-1.535,1.618,2.988,0.6571,bull
BWXT,2023-03-01,2023-05-25,1,62.33,62.48,4.6235,0.032,0.24,7.59,1.023,60,7.418,0.09148299149454389,0.05169452791302927,0.0,0.0,2,1.952,1.712811394700221,-0.027124269010714852,mid,-0.309,-0.441,1.175,1.677,0.6066,bull
INSW,2023-03-02,2023-03-13,1,52.32,43.86,7.6576,-1.105,-16.17,1.07,0.073,7,14.636,0.6464379805591366,0.26299933350571825,0.0,0.0,2,3.588,4.095911962579677,0.09527080725727588,mid,-1.105,-1.38,4.506,5.63,0.6352,bull
MSGS,2023-03-02,2023-03-13,1,195.26,184.65,12.4428,-0.853,-5.43,0.0,0.0,7,6.372,0.48426420513986473,0.36621477948263953,0.0,0.0,1,1.677,2.3004074617632946,-0.05643621964191481,mid,-0.853,-1.025,3.24,3.894,0.6352,bull
NAT,2023-03-02,2023-03-16,1,4.5,3.7,0.7799,-1.026,-17.78,0.89,0.051,10,17.331,0.7587941432402386,0.29767448127174495,0.0,0.0,1,4.298,4.599406886659159,0.04325264327363065,mid,-1.026,-1.077,4.137,4.343,0.6352,bull
TNK,2023-03-02,2023-04-03,1,47.61,38.9,8.1018,-1.075,-18.29,0.0,0.0,22,17.017,0.7457073538903327,0.32189326961644993,0.0,0.0,1,4.215,4.834880746872817,0.16011810338114363,mid,-1.075,-1.216,4.34,4.908,0.6352,bull
AA,2023-03-03,2023-03-10,1,55.52,44.91,10.0986,-1.051,-19.11,0.0,0.0,5,18.189,0.11373087129313722,0.13837821487602586,0.108,0.51,32,4.656,2.2182803986603097,-0.0048452083656149725,mid,-1.051,-1.095,4.104,4.278,0.7516,bull
