date,ticker,name,major,sub,benchmark,close,signal,entry_pct,minentry,maxentry,stop,atrpct,dev,selfvol,er22,er55,r0,mult,buf
2026-08-03,CENX,Century Aluminum Company,基础材料,铝,XLB,45.2,Wait,,47.1611,47.8828,59.1473,0.0532,0.2353,-0.2105,0.0914,0.1942,-11.2645,4,0.2
2026-08-03,CF,"CF Industries Holdings, Inc.",基础材料,化肥,MOO,118.3,Bad Market,,128.533,129.8516,112.4764,0.0372,-0.6232,-0.0539,0.1785,0.0618,17.3752,3.5,0.2692
2026-08-03,CGAU,Centerra Gold Inc.,矿业,金,GDX,17.61,Bad Market,,18.4961,18.7469,15.9537,0.0475,1.6739,0.0011,0.194,0.0469,2.7932,3.5,0.2106
2026-08-03,CGNX,Cognex Corporation,工业,工业设备,XLI,67.44,Wait,,71.9844,72.9596,61.0425,0.0482,1.183,0.1357,0.103,0.0405,11.9171,3.5,0.2075
2026-08-03,CGON,"CG Oncology, Inc.",医疗健康,生物技术,XLV,69.15,Wait,,76.0168,77.182,59.7043,0.0562,-0.561,0.1229,0.0397,0.0469,17.4777,4,0.2
2026-08-03,CHRD,Chord Energy Corporation,油气,油气勘探开发,XLE,139.33,Wait,,141.7733,143.2277,132.6817,0.0348,2.3397,0.012,0.4351,0.0179,10.5461,3.5,0.2874
2026-08-03,CHRN,ChronoScale Holdings Corporatio,数据中心,数据中心,DTCR,23.93,Bad Market,,30.2647,31.2167,16.9363,0.1326,0.5214,0.2885,0.1523,0.0882,14.2804,4,0.2
2026-08-03,CIEN,Ciena Corporation,科技硬件,光通信,XLK,390.76,Wait,,468.8052,478.353,499.6957,0.0814,-0.418,0.0133,0.1817,0.1795,-21.3427,4,0.2
2026-08-03,CIFR,Cipher Digital Inc.,数据中心,数据中心,DTCR,24.16,Bad Market,,26.405,27.2824,17.4809,0.1211,0.9758,0.2475,0.0349,0.038,9.8015,4,0.2
2026-08-03,CL,Colgate-Palmolive Company,消费,消费必需品,XLP,89.88,Wait,,96.0288,96.7765,86.4069,0.0277,-0.92,0.1536,0.0946,0.0309,10.3695,3.5,0.3606
2026-08-03,CLF,Cleveland-Cliffs Inc.,基础材料,钢铁,XLB,11.22,Wait,,12.3878,12.5946,11.9936,0.0614,1.3996,0.0397,0.2564,0.0103,0.601,4,0.2
2026-08-03,CLMT,"Calumet, Inc",油气,燃料油,XLE,42.37,Wait,,44.6137,45.1252,38.2227,0.0402,0.6942,0.132,0.3857,0.3047,6.9025,3.5,0.2485
2026-08-03,CLS,"Celestica, Inc.",科技硬件,电子元件,XLK,341.91,Wait,,367.2175,375.6138,360.4496,0.0819,0.2394,0.1164,0.0607,0.0358,15.1641,4,0.2
2026-08-03,CLSK,"CleanSpark, Inc.",数据中心,数据中心,DTCR,14.65,Bad Market,,15.9038,16.3445,12.9343,0.1003,0.6784,0.1483,0.0584,0.0346,3.4102,4,0.2
2026-08-03,CMBT,CMB.TECH NV,航运,海运,SEA,16.25,Wait,,16.3225,16.4705,15.5332,0.0304,1.5627,-0.0286,0.3406,0.0685,0.9373,3.5,0.3294
2026-08-03,CMG,"Chipotle Mexican Grill, Inc.",消费,餐饮,XLY,37.46,Wait,,38.8946,39.3417,33.3043,0.0398,2.0843,0.163,0.1214,0.128,6.0374,3.5,0.2514
2026-08-03,CNP,"CenterPoint Energy, Inc (Holdin",公用电力,电力,XLU,41.92,Bad Market,,45.0292,45.3188,42.1443,0.023,-1.6307,0.1337,0.1609,0.0094,3.1745,3,0.4343
2026-08-03,CNQ,Canadian Natural Resources Limi,油气,油气勘探开发,XLE,46.36,Wait,,48.1436,48.5139,45.1002,0.0266,1.9198,0.0038,0.4043,0.0206,3.4137,3.5,0.3756
2026-08-03,COHR,Coherent Corp.,科技硬件,光通信,XLK,288.14,Wait,,374.7204,383.8261,305.481,0.1053,-0.1433,0.0814,0.2418,0.1273,78.3451,4,0.2
2026-08-03,COIN,"Coinbase Global, Inc.",金融地产,加密金融,XLF,146.5,Wait,,177.9962,181.2154,169.0871,0.0732,-1.445,-0.0561,0.1088,0.1704,12.1283,4,0.2
2026-08-03,COP,ConocoPhillips,油气,油气勘探开发,XLE,119.16,Wait,,121.6716,122.6188,114.0599,0.0265,1.5835,-0.0101,0.3852,0.0178,8.5589,3.5,0.3774
2026-08-03,CORT,Corcept Therapeutics Incorporat,医疗健康,生物制药,XBI,112.8,Wait,,119.5318,121.3495,94.0843,0.0537,3.0113,0.4986,0.3152,0.4285,27.2652,4,0.2
2026-08-03,CORZ,"Core Scientific, Inc.",数据中心,数据中心,DTCR,22.83,Bad Market,,24.4395,25.0839,20.569,0.0941,0.3067,0.2493,0.0318,0.0217,4.5148,4,0.2
2026-08-03,COST,Costco Wholesale Corporation,消费,消费必需品,XLP,954.08,Wait,,983.5708,989.5414,1034.6145,0.0209,0.7504,0.0027,0.133,0.1297,-45.0732,3,0.4794
2026-08-03,CRC,California Resources Corporatio,油气,油气勘探开发,XLE,52.14,Wait,,54.7714,55.2914,56.4329,0.0332,-0.0199,-0.0892,0.0216,0.1408,-1.1415,3.5,0.3008
2026-08-03,CRDO,Credo Technology Group Holding ,半导体,半导体,SOXX,218.35,Wait,,270.1953,277.0132,211.6145,0.1041,-0.3021,0.1256,0.1476,0.0411,65.3987,4,0.2
2026-08-03,CRGY,Crescent Energy Company,油气,油气勘探开发,XLE,11.43,Wait,,11.5843,11.7135,12.2126,0.0377,2.3254,-0.0576,0.3603,0.0839,-0.4991,3.5,0.2654
2026-08-03,CRUS,"Cirrus Logic, Inc.",半导体,半导体,SOXX,127.33,Wait,,151.6333,153.1881,160.7612,0.0407,-2.3556,-0.0871,0.3981,0.2411,-7.5731,3.5,0.2457
2026-08-03,CRWD,"CrowdStrike Holdings, Inc.",软件,软件,IGV,202.54,Wait,,212.7554,215.6432,177.0392,0.0475,1.0686,0.1909,0.0818,0.229,38.604,3.5,0.2104
2026-08-03,CRWV,"CoreWeave, Inc.",软件,软件,IGV,85.76,Wait,,91.639,94.0975,92.0401,0.0956,0.9597,0.0086,0.0008,0.1041,2.0574,4,0.2
2026-08-03,CSCO,"Cisco Systems, Inc.",科技硬件,通讯,XLK,115.86,Wait,,122.4686,123.543,117.4656,0.0309,0.4758,0.0727,0.0261,0.1069,6.0774,3.5,0.3235
2026-08-03,CSTM,Constellium SE,基础材料,铝加工,XLB,28.42,Wait,,30.5242,30.9384,31.3181,0.0486,-0.4031,-0.013,0.1444,0.1437,-0.3797,3.5,0.2059
2026-08-03,CSX,CSX Corporation,工业,铁路/联运,IYT,49.83,Wait,,53.7283,54.078,49.7331,0.0234,-0.3749,0.1708,0.1204,0.1845,4.3449,3,0.4275
2026-08-03,CTVA,"Corteva, Inc.",基础材料,农业,MOO,76.04,Bad Market,,91.2704,92.0406,81.5249,0.0338,-4.1254,0.2539,0.2153,0.1199,10.5156,3.5,0.2962
2026-08-03,CVE,Cenovus Energy Inc,油气,综合油气,XLE,29.57,Wait,,30.6157,30.9186,28.2662,0.0341,1.7254,0.093,0.3803,0.0032,2.6523,3.5,0.2929
2026-08-03,CVX,Chevron Corporation,油气,综合油气,XLE,193.18,Wait,,198.7618,200.0544,184.3244,0.0223,1.8187,0.0173,0.487,0.0532,15.7299,3,0.4484
2026-08-03,CWEN,"Clearway Energy, Inc.",公用电力,电力,XLU,32.06,Bad Market,,34.7706,35.1055,37.3533,0.0348,-0.8547,-0.0295,0.155,0.1937,-2.2478,3.5,0.2872
2026-08-03,D,"Dominion Energy, Inc.",公用电力,电力,XLU,68.75,Bad Market,,72.3249,72.7059,67.8804,0.0185,-1.3182,-0.0094,0.0726,0.1532,4.8255,3,0.5
2026-08-03,DAR,Darling Ingredients Inc.,基础材料,化工,XLB,59.76,Wait,,65.3776,65.9923,57.608,0.0343,-0.7081,0.0507,0.1385,0.051,8.3843,3.5,0.2916
2026-08-03,DBD,Diebold Nixdorf Incorporated,软件,软件,IGV,77.48,Wait,,91.5487,92.7468,74.7757,0.0515,-1.7116,0.2616,0.1448,0.0679,17.9711,4,0.2
2026-08-03,DBX,"Dropbox, Inc.",软件,软件,IGV,33.05,Wait,,33.6605,34.0055,29.3047,0.0348,2.5381,0.1721,0.3854,0.2295,4.7008,3.5,0.2874
2026-08-03,DELL,Dell Technologies Inc.,科技硬件,硬件,XLK,429.02,Wait,,464.4493,474.8132,327.7748,0.0805,0.3555,0.3843,0.009,0.1965,147.0384,4,0.2
2026-08-03,DGII,Digi International Inc.,科技硬件,通讯设备,XLK,70.4,Wait,,74.824,75.6831,64.9275,0.0407,1.0403,0.0788,0.1146,0.0638,10.7556,3.5,0.2458
2026-08-03,DGX,Quest Diagnostics Incorporated,医疗健康,诊断检测,XLV,231.95,Wait,,238.2595,240.1563,213.8107,0.0273,2.4029,0.206,0.2647,0.3022,26.3456,3.5,0.3669
2026-08-03,DHT,"DHT Holdings, Inc.",航运,海运,SEA,18.53,Wait,,18.7753,18.9801,17.5703,0.0368,0.8129,-0.017,0.2762,0.0358,1.4098,3.5,0.2714
2026-08-03,DINO,HF Sinclair Corporation,油气,炼油,XLE,88.65,Wait,,93.3265,94.35,80.4993,0.0385,0.907,0.2224,0.4378,0.2434,13.8506,3.5,0.2598
2026-08-03,DIOD,Diodes Incorporated,半导体,半导体,SOXX,82.09,Wait,,106.7035,108.6739,96.4892,0.08,-1.1761,0.0828,0.3174,0.0932,12.1847,4,0.2
2026-08-03,DIS,Walt Disney Company (The),通讯服务,影视娱乐,XLC,98.14,Bad Market,,100.6914,101.3888,98.4457,0.0237,0.6571,0.0036,0.0815,0.0987,2.9431,3,0.4222
2026-08-03,DLR,"Digital Realty Trust, Inc.",金融地产,房地产,XLRE,191.22,Wait,,200.9922,202.9978,175.6817,0.035,1.4507,0.2859,0.2029,0.0125,27.3161,3.5,0.286
2026-08-03,DOW,Dow Inc.,基础材料,化工,XLB,29.89,Wait,,31.5489,31.9054,34.6806,0.0398,0.1855,-0.107,0.215,0.2782,-2.7751,3.5,0.2515
2026-08-03,DSX,Diana Shipping inc.,航运,海运,SEA,2.5,Too High,,2.455,2.4843,2.4187,0.039,3.2915,-0.0368,0.4343,0.0909,0.0656,3.5,0.2563
2026-08-03,DTM,"DT Midstream, Inc.",油气,油气中游,AMLP,135.33,Wait,,149.6133,150.6826,138.6447,0.0263,-2.2987,0.0697,0.2207,0.1222,12.0379,3.5,0.3797
2026-08-03,DUK,Duke Energy Corporation (Holdin,公用电力,电力,XLU,124.28,Bad Market,,131.7369,132.467,123.2189,0.0196,-1.092,0.0818,0.0462,0.0053,9.2481,3,0.5
2026-08-03,DVN,Devon Energy Corporation,油气,油气勘探开发,XLE,44.57,Wait,,45.7357,46.1309,45.0797,0.0296,0.8154,-0.0754,0.2738,0.0539,1.0512,3.5,0.3384
2026-08-03,EA,Electronic Arts Inc.,通讯服务,游戏,XLC,209.91,Bad Market,,210.2089,210.4182,207.7667,0.0033,2.9408,-0.2415,0.5915,0.4587,2.6515,3,0.5
2026-08-03,ECO,Okeanis Eco Tankers Corp.,航运,海运,SEA,61.38,Enter,0.6679,60.9438,61.5969,52.7105,0.0355,2.3544,0.0222,0.4324,0.1069,8.8864,3.5,0.2819
2026-08-03,EFXT,Enerflex Ltd,油气,油气设备服务,XLE,21.77,Wait,,24.6277,24.9173,24.7816,0.0443,-1.4753,0.023,0.1692,0.1997,0.1357,3.5,0.2255
2026-08-03,ELAN,Elanco Animal Health Incorporat,医疗健康,动物制药,XLV,25.72,Wait,,26.7172,26.9841,23.3459,0.0346,0.3759,-0.0613,0.2242,0.1568,3.6382,3.5,0.2891
